Name,Description,geometry
kml_211,KALLANG PAYA LEBAR EXPRESSWAY,"LINESTRING Z (103.918056141304 1.38370827107959 0, 103.918008382246 1.38340921797589 0, 103.917904427661 1.38312149855628 0, 103.917791809976 1.38285993362376 0, 103.917536525126 1.38248018526501 0, 103.916676604032 1.38157715755868 0, 103.916475720679 1.38129305169367 0, 103.916171823447 1.38086325559858 0, 103.915874969267 1.38045726385999 0, 103.915317334254 1.3799025206114 0, 103.914775093226 1.37951437668064 0, 103.913498649803 1.37871799363899 0, 103.912482800883 1.37809879216359 0, 103.911597136633 1.3775589419976 0, 103.910976873785 1.37709077891262 0, 103.910456914023 1.37658648939942 0, 103.909954434747 1.37589603598114 0, 103.909751508738 1.37556539459811 0, 103.909531863633 1.3751109789326 0, 103.909120628 1.37397483487039 0, 103.908571240881 1.37245701390148 0, 103.907136156575 1.36797460005146 0, 103.906561773083 1.36621607738063 0, 103.906104938907 1.36495246118818 0)"
kml_212,KALLANG PAYA LEBAR EXPRESSWAY,"LINESTRING Z (103.877871798051 1.29990360439606 0, 103.878204895881 1.300877172191 0, 103.878294944159 1.30131634988242 0, 103.878350362781 1.30176946987362 0, 103.878357294952 1.30211802539592 0, 103.8783503749 1.30245263767426 0, 103.878315749583 1.30281513472035 0, 103.878175829216 1.30333885742647 0, 103.877459336875 1.30525288980278 0, 103.876950867051 1.30654044065425 0, 103.876239009593 1.30840981328575 0, 103.876137316083 1.30870611197077 0, 103.875954998633 1.30916765027589 0, 103.875575721286 1.31044192709441 0, 103.875376929999 1.31130285198291 0, 103.875337698974 1.3117109353584 0, 103.875123213826 1.31264821055494 0, 103.875023823781 1.3134248858555 0, 103.874807668741 1.31538795632973 0, 103.87475462626 1.31586850573772 0, 103.874751827112 1.31662109617304 0, 103.874777990851 1.31693176481787 0, 103.874848627569 1.31741093118536 0, 103.874932343059 1.317855870752 0, 103.875039599443 1.31822972596805 0, 103.875125925964 1.31844561257912 0, 103.875316891239 1.31880630243529 0, 103.87546323502 1.31909113766022 0, 103.875618733856 1.31930374113237 0, 103.875794768668 1.31948976677954 0, 103.876208013913 1.31982906360674 0, 103.876495019242 1.32002533372144 0, 103.877021194963 1.32032899737696 0, 103.879835588923 1.32181536287055 0, 103.880444638167 1.32203174942592 0, 103.880899378156 1.32215295265253 0, 103.882898986225 1.32299800012725 0, 103.88334911613 1.3232593568385 0, 103.883712684 1.32356427755733 0, 103.884067597612 1.32393889594235 0, 103.884353263404 1.32440063763781 0, 103.884561021842 1.32481010866228 0, 103.884699529719 1.32521958020693 0, 103.884777446185 1.3256639026845 0, 103.88496791567 1.3272408105874 0, 103.885105497636 1.32973561035606 0, 103.885167841976 1.33007440829159 0, 103.885267588426 1.3303567378352 0, 103.885417204341 1.33062024559071 0, 103.885641625579 1.3309088478465 0, 103.886015657972 1.33122881654773 0, 103.887412037681 1.33200049544657 0, 103.888619694124 1.33271717525622 0, 103.889972901766 1.33357500693497 0, 103.891806571754 1.33441038819609 0, 103.892957951784 1.33499992887854 0, 103.893735701624 1.33544927741581 0, 103.894186198378 1.33576605862352 0, 103.894423824267 1.33593623681713 0, 103.89465748499 1.33611188920088 0, 103.894887057442 1.33629291991636 0, 103.895112417623 1.33647923400956 0, 103.895333446919 1.33667073110021 0, 103.895550027618 1.33686730990367 0, 103.895762044702 1.33706886732654 0, 103.895969384951 1.33727529304045 0, 103.89617193694 1.33748647943013 0, 103.896369593738 1.33770231164527 0, 103.896562250211 1.33792267754863 0, 103.896749803921 1.33814745867236 0, 103.896932154226 1.33837653564423 0, 103.897109204076 1.33860978637877 0, 103.89728086002 1.33884708607739 0, 103.8974470304 1.33908830813268 0, 103.897607626254 1.33933332503281 0, 103.897762563114 1.33958200655273 0, 103.89791175741 1.33983421975426 0, 103.899046444687 1.34249182189252 0, 103.899194646065 1.34330243540775 0, 103.899252204031 1.3443678151935 0, 103.899096291916 1.34533356971097 0, 103.899042468785 1.3456267876422 0, 103.89887741205 1.34619536838985 0, 103.898729471685 1.34678817928641 0, 103.898624254855 1.34750462912855 0, 103.898595896035 1.34820529031748 0, 103.898652673252 1.34900647919501 0, 103.898837131326 1.34989297957857 0, 103.898897811201 1.35009259545052 0, 103.90094254892 1.35504412435121 0, 103.902721578899 1.35821170533066 0, 103.903774500978 1.36014272265459 0, 103.904827105156 1.36211297160596 0, 103.90631463519 1.36501894179586 0, 103.906827848128 1.36624541489881 0, 103.908877821862 1.37261253570324 0, 103.909741832788 1.37513749896728 0, 103.910041392315 1.37570153534452 0, 103.910331286214 1.37615859574301 0, 103.910659827728 1.37655730711886 0, 103.911036683106 1.37690739195068 0, 103.911626117913 1.37735471770105 0, 103.915220696676 1.37957187698779 0, 103.915491259413 1.37982471491371 0, 103.916013429604 1.38035495744756 0, 103.916206295374 1.38060233202558 0, 103.916492212269 1.381114049592 0, 103.916721482279 1.3814447526747 0, 103.917535883869 1.38231083423327 0, 103.917888118757 1.38274685131241 0, 103.918086354233 1.38313023360037 0, 103.918162586408 1.38345418008423 0)"
kml_213,KRANJI EXPRESSWAY,"LINESTRING Z (103.775741660211 1.39085422516696 0, 103.775546130587 1.39070619139983 0, 103.775312739309 1.39059941284705 0, 103.77504752017 1.39050331220737 0, 103.774644385672 1.39043923884454 0, 103.772872709435 1.39048190333282 0, 103.771381483346 1.39054025556798 0, 103.766644221857 1.39067180734067 0, 103.765318654654 1.39063908558362 0, 103.764319047203 1.39055166231923 0, 103.763319570065 1.39040581133132 0, 103.762222038783 1.39019090609301 0, 103.761059445989 1.38989570444317 0, 103.759936409889 1.38956754032777 0, 103.759383012412 1.38935987931983 0, 103.758743929905 1.38919488966051 0, 103.757704445293 1.3889728126008 0, 103.75672866333 1.38884575591159 0, 103.755843546029 1.38880293873592 0, 103.755002388845 1.38881770531444 0, 103.753959406995 1.388936311005 0, 103.753125585767 1.38908443998689 0, 103.749608489677 1.38976353556826 0, 103.748520428679 1.38984839359527 0, 103.747775952638 1.38981531572086 0, 103.747278774403 1.3897700151801 0, 103.74670380092 1.38967782134322 0, 103.74593660821 1.38949436275043 0, 103.745023525388 1.3891668858495 0, 103.744072618142 1.38867229625616 0, 103.743553959206 1.38833304539714 0, 103.742995905081 1.38792198559036 0, 103.741467112001 1.38663792442772 0, 103.738662357325 1.38427429780011 0, 103.735704276556 1.38173507164359 0, 103.735050654998 1.38112506805272 0, 103.734970494556 1.38105025762859 0, 103.73104030329 1.37768897040561 0, 103.73026253612 1.37704574936137 0, 103.724298677155 1.37194141085283 0, 103.723181694726 1.37120204566206 0, 103.721988185714 1.37055508780378 0, 103.720840562252 1.37009295342212 0, 103.716145711403 1.36871367290621 0, 103.712531684703 1.36770151559702 0, 103.710664739824 1.36708405562845 0, 103.709884327852 1.36676773007634 0, 103.709227098714 1.36648914972769 0, 103.708322290623 1.365995822704 0, 103.707367222075 1.36533806702496 0, 103.705834092616 1.36417435206493 0, 103.704641824731 1.36321366127291 0, 103.704216060661 1.3628315996417 0, 103.703736579778 1.36234518794119 0, 103.703354473128 1.36190653266544 0, 103.703043424408 1.36143106734164 0)"
kml_214,KRANJI EXPRESSWAY,"LINESTRING Z (103.703263709639 1.36090660089321 0, 103.70382286599 1.36161046357993 0, 103.705362310198 1.36331078589329 0, 103.706074039849 1.36401182113564 0, 103.707023019618 1.36484382309716 0, 103.708048542445 1.36557568601979 0, 103.708805669612 1.36605838731624 0, 103.709616647002 1.36645945893677 0, 103.71027462356 1.36676029738292 0, 103.711077460994 1.367026127991 0, 103.719588119608 1.36953225157171 0, 103.720381531892 1.3697694828173 0, 103.721100714242 1.37003136323628 0, 103.721697480768 1.37026243241112 0, 103.722248336317 1.37052430189236 0, 103.722875695841 1.37083238140541 0, 103.723717266921 1.37132529794486 0, 103.724451715807 1.3718490100923 0, 103.729879228841 1.37642038660982 0, 103.730748954072 1.37711867206302 0, 103.731345364141 1.37772660505702 0, 103.735100093236 1.38093695811155 0, 103.735826597595 1.38155812996192 0, 103.738830542424 1.38412044076177 0, 103.741485889815 1.38642079303283 0, 103.743092967089 1.38778968733944 0, 103.743615124798 1.38817917669413 0, 103.744133784609 1.38851842844287 0, 103.745084691811 1.38901301800893 0, 103.745997774585 1.38934049488326 0, 103.746764967252 1.38952395435781 0, 103.747339940701 1.38961614727328 0, 103.747837119804 1.38966144779924 0, 103.748780238279 1.38965829860116 0, 103.749449045236 1.38961247228805 0, 103.752332666898 1.38904396331718 0, 103.752938376079 1.38890476826119 0, 103.753576208124 1.38880098267037 0, 103.754110861024 1.38872550994404 0, 103.754739723708 1.38866668867157 0, 103.755471729553 1.38863318920484 0, 103.756384534991 1.38866445599116 0, 103.756863392233 1.38868085778734 0, 103.757839128312 1.38880790265921 0, 103.758878612869 1.38902997875201 0, 103.759284467817 1.38914050207592 0, 103.759573323365 1.38922966330923 0, 103.7606682883 1.38956764539288 0, 103.761635305226 1.38987379490989 0, 103.762417611434 1.39007059640455 0, 103.763352162382 1.39025270537993 0, 103.764351637662 1.39039855544657 0, 103.765416438956 1.39047503778404 0, 103.765470404798 1.39047594732664 0, 103.766709408682 1.39049682570544 0, 103.771653111394 1.39034338729089 0, 103.773139720685 1.39027652107955 0, 103.77366423267 1.39025292877697 0, 103.774773489313 1.39027304535286 0, 103.775207651208 1.39035607763687 0, 103.775507220312 1.39048717436149 0, 103.775737323791 1.39062700640194 0, 103.775910984774 1.39081053408354 0)"
kml_215,MARINA COASTAL EXPRESSWAY,"LINESTRING Z (103.875997871632 1.2952000992381 0, 103.875461637977 1.29366211870069 0, 103.875340386149 1.29334627138534 0, 103.875276191951 1.29309502820897 0, 103.875211998312 1.29282224939553 0, 103.875169198583 1.29247050834168 0, 103.875147796981 1.29213312281535 0, 103.875147790174 1.29171677504986 0, 103.875211971982 1.29121428639376 0, 103.875326077633 1.2907117950971 0, 103.87547584741 1.29027391010509 0, 103.875675540866 1.28982884542261 0, 103.875918027748 1.28941249267769 0, 103.876324552762 1.28881667772602 0, 103.877225464418 1.28779506395305 0, 103.87755704414 1.28739672807536 0, 103.877781661012 1.28701992514761 0, 103.877995579951 1.28660006016378 0, 103.878123931285 1.2862555546666 0, 103.878198799179 1.28593258303141 0, 103.87820657986 1.28537939390419 0, 103.878183190108 1.28502636563637 0, 103.878125576684 1.28466689256434 0, 103.877987052395 1.28424864715972 0, 103.877825726445 1.28391232130213 0, 103.877511311284 1.28343179896312 0, 103.877209068257 1.28308080671043 0, 103.876785897315 1.28267856704603 0, 103.876362106198 1.28231128281921 0, 103.870671741384 1.27809070241593 0, 103.868344832232 1.27644323867656 0, 103.86508390813 1.27409916218305 0, 103.860405188836 1.27090051617944 0, 103.859914495708 1.27066506899885 0, 103.85946374435 1.27052150569602 0, 103.858973051836 1.27042388445004 0, 103.858225605269 1.27045834810894 0, 103.85786044034 1.2705042933617 0, 103.857483864434 1.27059618131299 0, 103.857073054801 1.27073975307786 0, 103.856519604161 1.2710441221556 0, 103.855937625356 1.27140017672759 0, 103.85362677113 1.27286440177867 0, 103.853067512028 1.2732392509444 0, 103.852563915103 1.2734724109083 0, 103.852172288364 1.27360141424265 0, 103.85186768534 1.27368367026533 0, 103.851581969206 1.27372151004205 0, 103.851198962193 1.27374333326004 0, 103.850798757101 1.27375079522282 0, 103.850397103066 1.27368215030042 0, 103.849992966914 1.27355409940586 0, 103.849573458179 1.27335026728292 0, 103.848906694158 1.27300955373324 0)"
kml_216,MARINA COASTAL EXPRESSWAY,"LINESTRING Z (103.849495890173 1.27304264622453 0, 103.850009405722 1.27328957978492 0, 103.850403100914 1.27342740331496 0, 103.850922321352 1.27353076871593 0, 103.8513445443 1.27354799393389 0, 103.851565144654 1.27354130640307 0, 103.851832527064 1.27350589407645 0, 103.852121017558 1.27342798907608 0, 103.852508017725 1.27330050963931 0, 103.852979454341 1.27308096424315 0, 103.853531476656 1.27271096435837 0, 103.856342724905 1.27084312773619 0, 103.856861942356 1.27055024444515 0, 103.857267045115 1.27037795918075 0, 103.857683560643 1.27026310001386 0, 103.85819707416 1.27018269705094 0, 103.858687763743 1.2701712068187 0, 103.859189866062 1.27020565811593 0, 103.859646324377 1.27030327967236 0, 103.860097076958 1.27048130015153 0, 103.8605021844 1.27069377733654 0, 103.865346370157 1.27407618804755 0, 103.869055118783 1.27661442510188 0, 103.870898085707 1.2779754251442 0, 103.87656805739 1.28214271117873 0, 103.876995992627 1.28251358924569 0, 103.877423930399 1.28292035785099 0, 103.877732996177 1.28327927309774 0, 103.878053951999 1.28376979214075 0, 103.878220375566 1.28411674508225 0, 103.878363026195 1.28454744711877 0, 103.878422468376 1.28491833142508 0, 103.87844624823 1.2852772507141 0, 103.878458142151 1.28568402738021 0, 103.878422487263 1.28599509236527 0, 103.878339283643 1.28631812203326 0, 103.878220420063 1.28666508000914 0, 103.8781015552 1.28694025494246 0, 103.877935142675 1.28723935838688 0, 103.877281545232 1.28806952407783 0, 103.876679088337 1.28871751533301 0, 103.876241183361 1.28924091477824 0, 103.875940124652 1.28968167191478 0, 103.875734860441 1.29008110699307 0, 103.875556964168 1.29049431507175 0, 103.875447492679 1.29090752109463 0, 103.875379076658 1.29138959469971 0, 103.875338030201 1.29187166694245 0, 103.87535172179 1.29233996570384 0, 103.875392784328 1.29278071706114 0, 103.875502270212 1.29323524074574 0, 103.875721239346 1.29392391071828 0, 103.876150024721 1.29515224039529 0)"
kml_217,NICOLL UNDERPASS,"LINESTRING Z (103.877011150912 1.30723617624527 0, 103.877039653187 1.30730864428118 0, 103.87707531815 1.30750605014457 0, 103.877064623026 1.30767833176611 0, 103.87703253023 1.30781831167184 0, 103.876975475066 1.30796905937759 0, 103.876875625666 1.30811980692531 0)"
kml_218,PAN ISLAND EXPRESSWAY,"LINESTRING Z (103.666335518178 1.32704531328959 0, 103.665950684331 1.32652098398299 0, 103.664975433617 1.32518830937473 0, 103.664021951293 1.32372277817994 0, 103.663433599082 1.32285056414996 0)"
kml_219,PAN ISLAND EXPRESSWAY,"LINESTRING Z (103.666335518178 1.32704531328959 0, 103.66590586733 1.32662779497743 0, 103.665486877642 1.32616117235688 0, 103.665100811799 1.32564264886548 0, 103.664785605176 1.32518606080439 0, 103.664464916893 1.32468548785448 0, 103.663733703676 1.32361870985737 0, 103.663579191441 1.32334651922337 0, 103.663493014572 1.32326276587461 0, 103.663380090556 1.32320592897401 0)"
kml_220,PAN ISLAND EXPRESSWAY,"LINESTRING Z (103.663525970183 1.32278088319454 0, 103.66443796759 1.32418102638738 0, 103.665088963227 1.32507435954967 0, 103.665611945038 1.32582812473176 0, 103.665843723878 1.32611527595675 0)"
kml_221,PAN ISLAND EXPRESSWAY,"LINESTRING Z (103.663831823833 1.32285900482277 0, 103.66386888963 1.32300845568223 0, 103.663905971187 1.32309785156872 0, 103.664075477047 1.32333758118894 0, 103.664619259046 1.32410032009746 0, 103.665183840156 1.32492886434266 0, 103.665599840804 1.32562579309171 0, 103.665843723878 1.32611527595675 0)"
