address,latitude,longitude
990B JURONG WEST ST 93,1.335277509,103.69477619999999
185 BOON LAY AVE,1.346405382,103.7107771
119 HO CHING RD,1.335299059,103.724713
174 BOON LAY DR,1.346249681,103.70938699999999
113 TAO CHING RD,1.333184498,103.7243543
176 BOON LAY DR,1.3480063080000002,103.7101756
120 HO CHING RD,1.335407648,103.724261
914 JURONG WEST ST 91,1.341455371,103.6879703
421 JURONG WEST ST 42,1.350197638,103.7273488
908 JURONG WEST ST 91,1.340521584,103.6863745
915 JURONG WEST ST 91,1.34108919,103.6878703
926 JURONG WEST ST 92,1.340523118,103.6891902
211 BOON LAY PL,1.348241225,103.7140979
517 JURONG WEST ST 52,1.34509259,103.7206633
530 JURONG WEST ST 52,1.3485328719999998,103.7154681
518 JURONG WEST ST 52,1.3451382859999998,103.71885759999999
511 JURONG WEST ST 52,1.347792675,103.7195911
514 JURONG WEST ST 52,1.3468579530000002,103.7203594
524 JURONG WEST ST 52,1.347197626,103.7172467
813 JURONG WEST ST 81,1.345983862,103.69582940000001
178 YUNG SHENG RD,1.333236534,103.72084240000001
854 JURONG WEST ST 81,1.3477467019999998,103.6964936
276A JURONG WEST ST 25,1.35320439,103.7036544
733 JURONG WEST ST 73,1.345367781,103.7000276
730 JURONG WEST ST 72,1.346108864,103.698427
273B JURONG WEST AVE 3,1.3515563369999999,103.7036275
936 JURONG WEST ST 91,1.342567822,103.6891498
844 JURONG WEST ST 81,1.344938255,103.6923822
720 JURONG WEST AVE 5,1.344351382,103.6974973
750 JURONG WEST ST 73,1.347459285,103.69854620000001
848 JURONG WEST ST 81,1.345708272,103.6920181
943 JURONG WEST ST 91,1.3436949269999998,103.68978929999999
153 YUNG HO RD,1.32748328,103.72104379999999
833 JURONG WEST ST 81,1.343744024,103.6943573
545 JURONG WEST ST 42,1.352290539,103.7152464
950 JURONG WEST ST 91,1.343426295,103.69092420000001
747 JURONG WEST ST 73,1.3476157569999998,103.697321
179 YUNG SHENG RD,1.333688668,103.7207475
756 JURONG WEST ST 74,1.3493267569999998,103.7007218
406 JURONG WEST ST 42,1.354314355,103.72239590000001
430 JURONG WEST AVE 1,1.3519543109999999,103.7256226
713 JURONG WEST ST 71,1.3434009059999998,103.6962525
259 BOON LAY DR,1.3455143619999999,103.7086356
450 JURONG WEST ST 42,1.351638892,103.71752409999999
